ICD9_CODE,LONG_TITLE
20243,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
20252,"Letterer-siwe disease, intrathoracic lymph nodes"
20260,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"
20270,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
20278,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
20280,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
20281,"Other malignant lymphomas, lymph nodes of head, face, and neck"
20282,"Other malignant lymphomas, intrathoracic lymph nodes"
20283,"Other malignant lymphomas, intra-abdominal lymph nodes"
20285,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
20287,"Other malignant lymphomas, spleen"
20288,"Other malignant lymphomas, lymph nodes of multiple sites"
20290,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
20300,"Multiple myeloma, without mention of having achieved remission"
20301,"Multiple myeloma, in remission"
20302,"Multiple myeloma, in relapse"
20310,"Plasma cell leukemia, without mention of having achieved remission"
20312,"Plasma cell leukemia, in relapse"
20380,"Other immunoproliferative neoplasms, without mention of having achieved remission"
20382,"Other immunoproliferative neoplasms, in relapse"
20400,"Acute lymphoid leukemia, without mention of having achieved remission"
20401,"Acute lymphoid leukemia, in remission"
20402,"Acute lymphoid leukemia, in relapse"
20410,"Chronic lymphoid leukemia, without mention of having achieved remission"
20411,"Chronic lymphoid leukemia, in remission"
20412,"Chronic lymphoid leukemia, in relapse"
20480,"Other lymphoid leukemia, without mention of having achieved remission"
20490,"Unspecified lymphoid leukemia, without mention of having achieved remission"
20500,"Acute myeloid leukemia, without mention of having achieved remission"
20501,"Acute myeloid leukemia, in remission"
20502,"Acute myeloid leukemia, in relapse"
20510,"Chronic myeloid leukemia, without mention of having achieved remission"
20511,"Chronic myeloid leukemia, in remission"
20512,"Chronic myeloid leukemia, in relapse"
20530,"Myeloid sarcoma, without mention of having achieved remission"
20590,"Unspecified myeloid leukemia, without mention of having achieved remission"
20600,"Acute monocytic leukemia, without mention of having achieved remission"
20722,"Megakaryocytic leukemia, in relapse"
20780,"Other specified leukemia, without mention of having achieved remission"
20800,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
20890,"Unspecified leukemia, without mention of having achieved remission"
20891,"Unspecified leukemia, in remission"
20903,Malignant carcinoid tumor of the ileum
20917,Malignant carcinoid tumor of the rectum
20920,Malignant carcinoid tumor of unknown primary site
20921,Malignant carcinoid tumor of the bronchus and lung
20925,"Malignant carcinoid tumor of foregut, not otherwise specified"
20929,Malignant carcinoid tumor of other sites
20930,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
20936,Merkel cell carcinoma of other sites
20943,Benign carcinoid tumor of the ileum
20951,Benign carcinoid tumor of the appendix
20957,Benign carcinoid tumor of the rectum
20961,Benign carcinoid tumor of the bronchus and lung
20963,Benign carcinoid tumor of the stomach
20969,Benign carcinoid tumor of other sites
20971,Secondary neuroendocrine tumor of distant lymph nodes
20972,Secondary neuroendocrine tumor of liver
20973,Secondary neuroendocrine tumor of bone
20974,Secondary neuroendocrine tumor of peritoneum
20975,Secondary Merkel cell carcinoma
20979,Secondary neuroendocrine tumor of other sites
2101,Benign neoplasm of tongue
2102,Benign neoplasm of major salivary glands
2104,Benign neoplasm of other and unspecified parts of mouth
2110,Benign neoplasm of esophagus
2111,Benign neoplasm of stomach
2112,"Benign neoplasm of duodenum, jejunum, and ileum"
2113,Benign neoplasm of colon
2114,Benign neoplasm of rectum and anal canal
2115,Benign neoplasm of liver and biliary passages
2116,"Benign neoplasm of pancreas, except islets of Langerhans"
2117,Benign neoplasm of islets of Langerhans
2118,Benign neoplasm of retroperitoneum and peritoneum
2119,Benign neoplasm of other and unspecified site in the digestive system
2120,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses"
2121,Benign neoplasm of larynx
2122,Benign neoplasm of trachea
2123,Benign neoplasm of bronchus and lung
2125,Benign neoplasm of mediastinum
2126,Benign neoplasm of thymus
2127,Benign neoplasm of heart
2130,Benign neoplasm of bones of skull and face
2132,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
2137,Benign neoplasm of long bones of lower limb
2140,Lipoma of skin and subcutaneous tissue of face
2141,Lipoma of other skin and subcutaneous tissue
2142,Lipoma of intrathoracic organs
2143,Lipoma of intra-abdominal organs
2144,Lipoma of spermatic cord
2148,Lipoma of other specified sites
2149,"Lipoma, unspecified site"
2150,"Other benign neoplasm of connective and other soft tissue of head, face, and neck"
2153,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
2154,Other benign neoplasm of connective and other soft tissue of thorax
2155,Other benign neoplasm of connective and other soft tissue of abdomen
2156,Other benign neoplasm of connective and other soft tissue of pelvis
2161,"Benign neoplasm of eyelid, including canthus"
2163,Benign neoplasm of skin of other and unspecified parts of face
2164,Benign neoplasm of scalp and skin of neck
2165,"Benign neoplasm of skin of trunk, except scrotum"
2166,"Benign neoplasm of skin of upper limb, including shoulder"
2167,"Benign neoplasm of skin of lower limb, including hip"
2169,"Benign neoplasm of skin, site unspecified"
217,Benign neoplasm of breast
2180,Submucous leiomyoma of uterus
2181,Intramural leiomyoma of uterus
2182,Subserous leiomyoma of uterus
2189,"Leiomyoma of uterus, unspecified"
2191,Benign neoplasm of corpus uteri
220,Benign neoplasm of ovary
2210,Benign neoplasm of fallopian tube and uterine ligaments
2218,Benign neoplasm of other specified sites of female genital organs
2230,"Benign neoplasm of kidney, except pelvis"
2250,Benign neoplasm of brain
2251,Benign neoplasm of cranial nerves
2252,Benign neoplasm of cerebral meninges
2253,Benign neoplasm of spinal cord
2254,Benign neoplasm of spinal meninges
226,Benign neoplasm of thyroid glands
2270,Benign neoplasm of adrenal gland
2271,Benign neoplasm of parathyroid gland
2273,Benign neoplasm of pituitary gland and craniopharyngeal duct
22800,Hemangioma of unspecified site
22801,Hemangioma of skin and subcutaneous tissue
22802,Hemangioma of intracranial structures
22804,Hemangioma of intra-abdominal structures
22809,Hemangioma of other sites
2281,"Lymphangioma, any site"
2298,Benign neoplasm of other specified sites
2300,"Carcinoma in situ of lip, oral cavity, and pharynx"
2301,Carcinoma in situ of esophagus
2302,Carcinoma in situ of stomach
2306,"Carcinoma in situ of anus, unspecified"
2308,Carcinoma in situ of liver and biliary system
2309,Carcinoma in situ of other and unspecified digestive organs
2312,Carcinoma in situ of bronchus and lung
2325,"Carcinoma in situ of skin of trunk, except scrotum"
2326,"Carcinoma in situ of skin of upper limb, including shoulder"
2329,"Carcinoma in situ of skin, site unspecified"
2330,Carcinoma in situ of breast
2331,Carcinoma in situ of cervix uteri
23331,"Carcinoma in situ, vagina"
2334,Carcinoma in situ of prostate
2337,Carcinoma in situ of bladder
2339,Carcinoma in situ of other and unspecified urinary organs
2352,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
2353,Neoplasm of uncertain behavior of liver and biliary passages
2354,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
2355,Neoplasm of uncertain behavior of other and unspecified digestive organs
2356,Neoplasm of uncertain behavior of larynx
2357,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
2358,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
2360,Neoplasm of uncertain behavior of uterus
2362,Neoplasm of uncertain behavior of ovary
2367,Neoplasm of uncertain behavior of bladder
23691,Neoplasm of uncertain behavior of kidney and ureter
2370,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2371,Neoplasm of uncertain behavior of pineal gland
2373,Neoplasm of uncertain behavior of paraganglia
2375,Neoplasm of uncertain behavior of brain and spinal cord
2376,Neoplasm of uncertain behavior of meninges
23770,"Neurofibromatosis, unspecified"
23771,"Neurofibromatosis, type 1 [von recklinghausen's disease]"
23772,"Neurofibromatosis, type 2 [acoustic neurofibromatosis]"
23773,Schwannomatosis
2379,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
2380,Neoplasm of uncertain behavior of bone and articular cartilage
2381,Neoplasm of uncertain behavior of connective and other soft tissue
2382,Neoplasm of uncertain behavior of skin
2384,Polycythemia vera
2386,Neoplasm of uncertain behavior of plasma cells
23871,Essential thrombocythemia
23872,Low grade myelodysplastic syndrome lesions
23873,High grade myelodysplastic syndrome lesions
23874,Myelodysplastic syndrome with 5q deletion
23875,"Myelodysplastic syndrome, unspecified"
23876,Myelofibrosis with myeloid metaplasia
23877,Post-transplant lymphoproliferative disorder (PTLD)
23879,Other lymphatic and hematopoietic tissues
2388,Neoplasm of uncertain behavior of other specified sites
2390,Neoplasm of unspecified nature of digestive system
2391,Neoplasm of unspecified nature of respiratory system
2392,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
2394,Neoplasm of unspecified nature of bladder
2395,Neoplasm of unspecified nature of other genitourinary organs
2396,Neoplasm of unspecified nature of brain
2397,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
23989,"Neoplasms of unspecified nature, other specified sites"
2409,"Goiter, unspecified"
2410,Nontoxic uninodular goiter
2411,Nontoxic multinodular goiter
2419,Unspecified nontoxic nodular goiter
24200,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
24201,Toxic diffuse goiter with mention of thyrotoxic crisis or storm
24210,Toxic uninodular goiter without mention of thyrotoxic crisis or storm
24220,Toxic multinodular goiter without mention of thyrotoxic crisis or storm
24221,Toxic multinodular goiter with mention of thyrotoxic crisis or storm
24230,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm"
24280,Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm
24281,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
24290,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm"
24291,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm"
243,Congenital hypothyroidism
2440,Postsurgical hypothyroidism
2441,Other postablative hypothyroidism
2442,Iodine hypothyroidism
2443,Other iatrogenic hypothyroidism
2448,Other specified acquired hypothyroidism
2449,Unspecified acquired hypothyroidism
2452,Chronic lymphocytic thyroiditis
2454,Iatrogenic thyroiditis
2458,Other and unspecified chronic thyroiditis
2459,"Thyroiditis, unspecified"
2462,Cyst of thyroid
2468,Other specified disorders of thyroid
2469,Unspecified disorder of thyroid
24900,"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified"
24901,"Secondary diabetes mellitus without mention of complication, uncontrolled"
24911,"Secondary diabetes mellitus with ketoacidosis, uncontrolled"
24950,"Secondary diabetes mellitus with ophthalmic manifestations, not stated as uncontrolled, or unspecified"
24960,"Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified"
24980,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified"
24981,"Secondary diabetes mellitus with other specified manifestations, uncontrolled"
24990,"Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified"
24991,"Secondary diabetes mellitus with unspecified complication, uncontrolled"
25000,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
25001,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled"
25002,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
